,date,Elevation 1,Elevation 1 sm,Elevation 2,Elevation 2 sm,Elevation 3,Elevation 3 sm
20,2012-09-26,2476.724895895421,2476.5811063931774,2476.70940036906,2476.51573706888,2477.076631561951,2477.2201993132353
21,2012-11-01,2476.8684864078305,2476.721314043541,2476.8482234255134,2476.68014344259,2477.2252549245004,2477.2385458244416
22,2012-12-04,2476.9490226575003,2476.8115023358228,2476.9449785638826,2476.787540234901,2477.3003777194644,2477.250976438391
23,2013-01-09,2476.879538920438,2476.8558512687887,2476.8776290806973,2476.84093673718,2477.244078890966,2477.2549187273457
24,2013-02-12,2477.02902336817,2476.857006940636,2477.033300704192,2476.8423825150003,2477.375555520362,2477.254852948391
25,2013-03-26,2476.871432301534,2476.828038230121,2476.84403702038,2476.809766879573,2477.286716369864,2477.253762433183
26,2013-05-03,2476.7805558968885,2476.788121099788,2476.7635192571142,2476.7653776811067,2477.2266500697688,2477.2475047999
27,2013-06-05,2476.627357740824,2476.732964975223,2476.570937919871,2476.7043691253543,2477.114821730928,2477.230459458307
28,2013-07-14,2476.7807554284896,2476.6525168946546,2476.76303393784,2476.616148018048,2477.276381746886,2477.2021422193143
29,2013-08-17,2476.671627442588,2476.5908696158176,2476.6465902754217,2476.5490556901373,2477.2534584587524,2477.1869478513986
30,2013-09-17,2476.5413798992963,2476.5571403985014,2476.489824461386,2476.5137939321353,2477.1891706100623,2477.1878158293266
31,2013-11-04,2476.228963479222,2476.5261678735005,2476.181107739056,2476.486084053633,2476.92960589548,2477.1981224936276
32,2013-12-11,2476.10010832126,2476.511141885561,2476.0339261195027,2476.475339733215,2476.880229500298,2477.20502131396
33,2014-01-17,2476.521372012597,2476.490843910362,2476.49305820991,2476.457916042208,2477.289246739715,2477.2041829729055
34,2014-02-26,2476.6024430709545,2476.4799813799696,2476.58626142099,2476.4506614484967,2477.2644438372536,2477.211139082087
35,2014-04-01,2476.959360708862,2476.485904503829,2476.9477521252124,2476.4603807791304,2477.593817468457,2477.229173352811
36,2014-05-06,2476.540831160679,2476.4931733482117,2476.523932301214,2476.471060393398,2477.263234565039,2477.246364966524
37,2014-06-08,2476.0978776062766,2476.4909465861842,2476.0396513931123,2476.4713531456714,2476.98546698747,2477.252822659483
38,2014-07-22,2476.549318582806,2476.4704026061427,2476.5379869406684,2476.451029233769,2477.290126644999,2477.248406912474
39,2014-08-28,2476.4942665261983,2476.4465774128653,2476.462825549897,2476.4251608272275,2477.378331382197,2477.240646093711
40,2014-10-03,2476.216136618054,2476.4283020201583,2476.196228066162,2476.4047469765896,2477.1126961262407,2477.234949821944
41,2014-11-07,2476.63556641086,2476.4177823718683,2476.637037657993,2476.3934894536264,2477.3292333768504,2477.2322137746173
42,2014-12-13,2476.2675445287923,2476.419054821484,2476.246149921737,2476.3964893761718,2477.1423143687966,2477.2312309634276
43,2015-01-31,2476.526221755551,2476.4434527098415,2476.514548414544,2476.426833618854,2477.249408448919,2477.2350604574276
44,2015-03-08,2476.227717868773,2476.475976294058,2476.1712317360216,2476.4642407185356,2477.1387684867987,2477.242354924415
45,2015-04-15,2476.4077449349807,2476.5159142264697,2476.3807869408843,2476.508458122023,2477.290340183525,2477.252136648364
46,2015-05-26,2476.5432037065093,2476.549696538482,2476.5332573164505,2476.544727232788,2477.1957853416043,2477.258319789657
47,2015-07-01,2476.961479071842,2476.5842833834204,2476.969601808706,2476.580457663158,2477.4405211685976,2477.265708355403
48,2015-08-07,2477.019349884046,2476.6118897655415,2477.0522099451846,2476.6082443418118,2477.3930721022334,2477.2664017262887
49,2015-09-16,2476.444080890271,2476.627559770615,2476.429196485968,2476.6228892587105,2477.05909932675,2477.2544502822743
50,2015-10-21,2476.688821127725,2476.6093815075124,2476.673628904024,2476.599575967567,2477.2703092691345,2477.228910804353
51,2015-11-24,2476.702944379705,2476.5679889915627,2476.699663357356,2476.550495506346,2477.3245252382376,2477.1988321216368
52,2015-12-23,2475.789817354803,2476.5152889459737,2475.7277882413496,2476.4912023253655,2476.5119135786954,2477.1699051100045
53,2016-02-03,2476.4038632367683,2476.4460970807195,2476.381664775203,2476.414329531235,2477.0694610031983,2477.135362269593
54,2016-03-10,2476.3423695558427,2476.4062778471775,2476.316457527102,2476.3708678707735,2477.01247924752,2477.1196355981865
55,2016-04-17,2476.329156758032,2476.362832246217,2476.285940349924,2476.324367033986,2477.151361241523,2477.101908786116
56,2016-05-27,2476.01561118428,2476.3470216433234,2475.947472691794,2476.307094458217,2476.859298551009,2477.109129635485
57,2016-07-03,2476.36582684256,2476.33664385369,2476.352043366576,2476.2959366361056,2477.1023394583667,2477.119222498465
58,2016-08-09,2476.4570802915614,2476.341670273334,2476.429115552773,2476.301601523077,2477.2169781561443,2477.1373914624946
59,2016-09-19,2476.228161800001,2476.3477617403883,2476.157059093812,2476.3089931313098,2477.0970083063166,2477.1519448396366
60,2016-11-01,2476.418510382747,2476.34783219005,2476.381565748652,2476.3103919616333,2477.2460935055324,2477.1574071899963
61,2016-12-01,2476.4489608408803,2476.3368142109775,2476.4177783471896,2476.298929619579,2477.275127228596,2477.155166833255
62,2017-02-06,2476.380851584569,2476.2907441812513,2476.3712352254333,2476.2475172794343,2477.133894542655,2477.148983468198
63,2017-03-12,2476.2502038366856,2476.2580660477784,2476.2038705787945,2476.210997798792,2477.0939261587146,2477.1433375633214
64,2017-04-16,2476.249353834773,2476.2267977217703,2476.209647762998,2476.174727168351,2477.09722323418,2477.1406359977345
65,2017-05-20,2476.125707651024,2476.207389915574,2476.0715256350995,2476.1490966580463,2477.0685819087435,2477.143639069085
66,2017-06-30,2476.1106991839,2476.216163118496,2476.025308445418,2476.150738069505,2477.1403575430045,2477.1736563488157
67,2017-08-07,2476.005702513507,2476.266585450359,2475.9312155292355,2476.2009789040253,2477.166100277604,2477.224966835806
68,2017-09-10,2475.8358881326376,2476.317804689602,2475.744292388491,2476.2545214238125,2477.116700347995,2477.2689545387184
69,2017-10-23,2476.391723276687,2476.3908033115313,2476.336996824961,2476.335009382283,2477.441454518271,2477.3182839566093
70,2017-11-29,2476.735537210352,2476.4388504031094,2476.730380117408,2476.3877182438127,2477.6621940647315,2477.351127121743
71,2017-12-31,2477.78424754726,2476.47217253532,2477.843522526012,2476.4219080055027,2478.2741103873286,2477.3744892444224
72,2018-02-13,2476.851531336174,2476.5010789564444,2476.8487169052,2476.453496083204,2477.462779897872,2477.405905330769
73,2018-03-23,2476.6295273231085,2476.5084863568213,2476.6096228147635,2476.464576063634,2477.4359597240577,2477.421287311938
74,2018-05-05,2476.2952694310497,2476.509668165225,2476.221823939833,2476.463149232485,2477.3568738274653,2477.4192287633464
75,2018-06-08,2476.112029592303,2476.497356465086,2476.0104867724845,2476.446682175962,2477.292118545008,2477.419367954484
76,2018-07-13,2476.120563716609,2476.491682783277,2476.050898248646,2476.4384569340064,2477.360015249251,2477.429346401384
77,2018-08-16,2476.8008914198017,2476.498016545331,2476.8037587027216,2476.4444759628223,2477.6118411013795,2477.4421525442262
78,2018-09-25,2476.5295455469336,2476.5116299329493,2476.482985638056,2476.458975123161,2477.412733592644,2477.455973044518
79,2018-11-02,2476.6378299997987,2476.544618421207,2476.605449249785,2476.4949709209523,2477.557052138109,2477.4694915079604
80,2018-12-07,2476.5847125516084,2476.5730998602385,2476.5364441275115,2476.525897409154,2477.484562493629,2477.47343922115
81,2019-01-25,2476.629334954356,2476.5888729743733,2476.588380121052,2476.5405985815746,2477.540769277969,2477.4635905071264
82,2019-03-02,2476.501015465751,2476.5880042345448,2476.451953382134,2476.536293405895,2477.4156540213307,2477.445079741363
83,2019-04-13,2476.513627241206,2476.5901757501147,2476.4319644612337,2476.5378796461223,2477.4421533660743,2477.419204268981
84,2019-05-21,2476.8662432941856,2476.5929788823723,2476.876577308002,2476.5418238217803,2477.4317529392915,2477.3917690287735
85,2019-06-23,2476.062514330505,2476.594070441309,2475.949858110228,2476.544122616324,2477.231865231041,2477.364548056901
86,2019-08-01,2476.559832540797,2476.5860580640633,2476.5036788433617,2476.536573861315,2477.4012385641927,2477.329434268629
87,2019-09-04,2476.679899136738,2476.5748721866403,2476.6496820447533,2476.5251306937907,2477.330958080501,2477.3000122377675
88,2019-10-13,2476.60395958857,2476.5475897472093,2476.58554752964,2476.4967254648955,2477.237960772697,2477.2686394254756
89,2019-11-23,2476.655849383318,2476.512486203207,2476.6310371982486,2476.458632001224,2477.2737954631875,2477.245965263708
90,2019-12-29,2476.203037470664,2476.4891754013183,2476.127040255446,2476.431069450532,2477.064029611286,2477.2368694687652
91,2020-02-04,2476.494415073171,2476.4651599372564,2476.441615961949,2476.4021689490223,2477.2584688274983,2477.231838595948
92,2020-03-16,2476.19406785555,2476.447784177852,2476.111292916043,2476.383136914184,2477.04790255317,2477.2344400962297
93,2020-04-22,2476.518002305838,2476.447965621051,2476.425363681022,2476.3857558851564,2477.363612099506,2477.2397048947514
94,2020-05-28,2476.4825878838983,2476.4660185364146,2476.420382216889,2476.410438304559,2477.2339235629493,2477.2436126016996
95,2020-07-05,2476.3104795658137,2476.49638047807,2476.207201905986,2476.4497892438926,2477.256625099134,2477.2494655194564
96,2020-08-16,2477.0534994504774,2476.5324401635285,2477.0670436106184,2476.497257137175,2477.545173441405,2477.252494705319
97,2020-09-27,2476.609216019515,2476.562623990703,2476.59603048648,2476.5384799006715,2477.176881337634,2477.2528142216665
98,2020-11-12,2476.475679768185,2476.5809386916594,2476.433721025859,2476.5640593363655,2477.1572570048284,2477.2496602736624
99,2020-12-16,2477.0293492517526,2476.589036649837,2477.036239970205,2476.573075524512,2477.598367137148,2477.244230994318
100,2021-01-26,2476.588419299709,2476.571720771028,2476.569985270912,2476.540763857797,2477.2100279373394,2477.250072298456
101,2021-03-02,2476.610730243167,2476.563783325546,2476.607720102564,2476.519071857586,2477.2161784489053,2477.264261878091
102,2021-04-08,2476.5753054772217,2476.55645823924,2476.5127537497347,2476.4967124424006,2477.3416318160826,2477.282038525992
103,2021-05-13,2476.347967716365,2476.548050770116,2476.302159787838,2476.4734409997995,2477.160622248672,2477.300030435157
104,2021-06-26,2475.9642334193054,2476.5348385837483,2475.908476335489,2476.4404186945994,2476.8328800898284,2477.3239172971553
105,2021-07-31,2476.784209322543,2476.523541426805,2476.7085532861747,2476.4123078860484,2477.503248818356,2477.3447136951
